microchip;species;sex;size;potentDangerous;neighborhood
978101081916983;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081917022;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
978101081917033;FELINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
978101081917108;CANINO;HEMBRA;MINIATURA;NO;SAN CRISTOBAL
978101081917135;FELINO;MACHO;GRANDE;NO;SAN CRISTOBAL
978101081917252;CANINO;MACHO;MINIATURA;NO;SAN CRISTOBAL
978101081917400;FELINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081917553;CANINO;MACHO;MINIATURA;NO;SAN CRISTOBAL
978101081917569;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081917627;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081917633;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081917690;CANINO;MACHO;GRANDE;NO;SAN CRISTOBAL
978101081917717;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081917740;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081917790;CANINO;HEMBRA;MINIATURA;NO;SAN CRISTOBAL
978101081917868;CANINO;HEMBRA;MINIATURA;NO;SAN CRISTOBAL
978101081918052;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081918142;CANINO;HEMBRA;GRANDE;NO;SAN CRISTOBAL
978101081918430;CANINO;HEMBRA;PEQUEÑO;SI;SAN CRISTOBAL
978101081918487;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081918686;CANINO;HEMBRA;MEDIANO;SI;SAN CRISTOBAL
978101081918780;FELINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081919235;FELINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081919495;CANINO;MACHO;GRANDE;NO;SAN CRISTOBAL
978101081919532;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081919985;FELINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081920008;CANINO;HEMBRA;GRANDE;NO;SAN CRISTOBAL
978101081920062;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081920118;CANINO;HEMBRA;MINIATURA;NO;SAN CRISTOBAL
978101081920222;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
978101081920237;CANINO;MACHO;GRANDE;NO;SAN CRISTOBAL
978101081920243;FELINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081920274;FELINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081920297;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081920394;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081920545;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081920596;CANINO;MACHO;GRANDE;NO;SAN CRISTOBAL
978101081920675;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081920715;CANINO;MACHO;GRANDE;NO;SAN CRISTOBAL
978101081920788;CANINO;HEMBRA;MINIATURA;NO;SAN CRISTOBAL
978101081920943;CANINO;HEMBRA;GRANDE;SI;SAN CRISTOBAL
978101081921978;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
978101081922114;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081922265;FELINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
978101081922405;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
978101081922492;NO IDENTIFICADO;MACHO;MINIATURA;NO;SAN CRISTOBAL
978101081922649;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081923995;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081924003;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081924014;FELINO;MACHO;GRANDE;NO;SAN CRISTOBAL
978101081924095;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081924228;CANINO;MACHO;GRANDE;SI;SAN CRISTOBAL
978101081924234;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081924342;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081924378;CANINO;HEMBRA;GRANDE;NO;SAN CRISTOBAL
978101081924402;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081924434;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081924467;CANINO;MACHO;GRANDE;NO;SAN CRISTOBAL
978101081924545;CANINO;MACHO;GRANDE;NO;SAN CRISTOBAL
978101081924591;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081924669;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081924807;FELINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081924864;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081926038;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081926198;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081926247;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081926293;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081926420;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081926444;NO IDENTIFICADO;HEMBRA;MINIATURA;SI;SAN CRISTOBAL
978101081926540;CANINO;MACHO;MINIATURA;NO;SAN CRISTOBAL
978101081926542;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
978101081926652;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081926823;CANINO;MACHO;GRANDE;NO;SAN CRISTOBAL
978101081926839;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081926887;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
978101081926910;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081926950;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
978101081926974;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081926998;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081927003;CANINO;HEMBRA;MINIATURA;NO;SAN CRISTOBAL
978101081927022;FELINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081927052;FELINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081927071;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
978101081927090;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
978101081927276;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081927335;FELINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
978101081927731;CANINO;MACHO;GRANDE;SI;SAN CRISTOBAL
978101081927793;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
978101081928121;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
978101081928532;FELINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
981020007256364;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
981100002404453;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
991001000889296;CANINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
991001000959310;CANINO;MACHO;MINIATURA;NO;SAN CRISTOBAL
991001001135101;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
991001001135102;CANINO;HEMBRA;MINIATURA;NO;SAN CRISTOBAL
991001001135107;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
991001001135113;CANINO;MACHO;MINIATURA;NO;SAN CRISTOBAL
991001001135116;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
991001001135117;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
991001001135120;CANINO;HEMBRA;MINIATURA;NO;SAN CRISTOBAL
991001001135177;CANINO;MACHO;GRANDE;NO;SAN CRISTOBAL
991001001135218;CANINO;MACHO;PEQUEÑO;NO;SAN CRISTOBAL
991001001135223;CANINO;MACHO;GRANDE;NO;SAN CRISTOBAL
991001001135336;CANINO;HEMBRA;PEQUEÑO;NO;SAN CRISTOBAL
991001001135344;FELINO;HEMBRA;MEDIANO;NO;SAN CRISTOBAL
991001001135367;CANINO;MACHO;MEDIANO;NO;SAN CRISTOBAL
9781010878261;CANINO;HEMBRA;MEDIANO;NO;USME
90025000596212;FELINO;MACHO;MEDIANO;NO;USME
778101081153275;FELINO;MACHO;MEDIANO;NO;USME
900113000056331;CANINO;HEMBRA;GRANDE;SI;USME
900113000295951;CANINO;MACHO;MEDIANO;NO;USME
900113000295972;CANINO;MACHO;MINIATURA;NO;USME
900113000422614;CANINO;MACHO;PEQUEÑO;NO;USME
900250000482141;CANINO;MACHO;PEQUEÑO;NO;USME
900250000482146;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000482310;FELINO;MACHO;MINIATURA;NO;USME
900250000482311;FELINO;MACHO;MINIATURA;NO;USME
900250000482461;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000482471;CANINO;MACHO;MEDIANO;NO;USME
900250000482558;CANINO;HEMBRA;MUY GRANDE;NO;USME
900250000482605;CANINO;MACHO;MEDIANO;NO;USME
900250000482721;CANINO;HEMBRA;MINIATURA;NO;USME
900250000482754;CANINO;MACHO;PEQUEÑO;NO;USME
900250000482755;CANINO;MACHO;GRANDE;NO;USME
900250000482769;FELINO;MACHO;PEQUEÑO;NO;USME
900250000482772;CANINO;MACHO;MINIATURA;NO;USME
900250000482896;CANINO;MACHO;GRANDE;NO;USME
900250000482901;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000482905;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000482912;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000482917;CANINO;HEMBRA;MINIATURA;NO;USME
900250000482924;CANINO;HEMBRA;MEDIANO;NO;USME
900250000569207;CANINO;MACHO;GRANDE;NO;USME
900250000596200;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596202;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596204;FELINO;HEMBRA;MEDIANO;NO;USME
900250000596205;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596206;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596208;CANINO;MACHO;PEQUEÑO;NO;USME
900250000596210;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596211;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596213;CANINO;HEMBRA;GRANDE;NO;USME
900250000596214;CANINO;HEMBRA;MEDIANO;NO;USME
900250000596217;CANINO;HEMBRA;MINIATURA;NO;USME
900250000596218;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596260;FELINO;MACHO;GRANDE;NO;USME
900250000596262;CANINO;MACHO;GRANDE;SI;USME
900250000596268;CANINO;MACHO;GRANDE;SI;USME
900250000596269;FELINO;MACHO;GRANDE;NO;USME
900250000596271;CANINO;HEMBRA;MINIATURA;NO;USME
900250000596382;CANINO;HEMBRA;GRANDE;SI;USME
900250000596383;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596385;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596386;CANINO;HEMBRA;GRANDE;SI;USME
900250000596388;FELINO;MACHO;GRANDE;NO;USME
900250000596389;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596391;CANINO;MACHO;PEQUEÑO;NO;USME
900250000596392;CANINO;HEMBRA;MEDIANO;NO;USME
900250000596393;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596394;CANINO;MACHO;PEQUEÑO;NO;USME
900250000596396;FELINO;MACHO;GRANDE;NO;USME
900250000596398;CANINO;HEMBRA;GRANDE;NO;USME
900250000596420;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596421;CANINO;MACHO;PEQUEÑO;NO;USME
900250000596422;CANINO;MACHO;MEDIANO;NO;USME
900250000596423;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596424;CANINO;MACHO;MEDIANO;NO;USME
900250000596425;FELINO;MACHO;GRANDE;NO;USME
900250000596426;CANINO;HEMBRA;MEDIANO;NO;USME
900250000596427;CANINO;HEMBRA;GRANDE;NO;USME
900250000596428;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596429;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596430;CANINO;MACHO;PEQUEÑO;NO;USME
900250000596431;CANINO;MACHO;MEDIANO;NO;USME
900250000596433;CANINO;MACHO;GRANDE;SI;USME
900250000596434;FELINO;MACHO;MEDIANO;NO;USME
900250000596436;CANINO;HEMBRA;MEDIANO;NO;USME
900250000596437;CANINO;HEMBRA;MEDIANO;NO;USME
900250000596438;CANINO;HEMBRA;GRANDE;NO;USME
900250000596439;CANINO;HEMBRA;MEDIANO;SI;USME
900250000596521;CANINO;MACHO;MEDIANO;NO;USME
900250000596522;CANINO;HEMBRA;GRANDE;SI;USME
900250000596523;CANINO;MACHO;MEDIANO;SI;USME
900250000596524;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596526;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596527;CANINO;MACHO;GRANDE;NO;USME
900250000596528;CANINO;MACHO;MEDIANO;NO;USME
900250000596529;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596530;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596532;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596533;CANINO;MACHO;MEDIANO;NO;USME
900250000596534;CANINO;MACHO;MEDIANO;NO;USME
900250000596535;CANINO;MACHO;GRANDE;SI;USME
900250000596536;CANINO;MACHO;PEQUEÑO;NO;USME
900250000596537;CANINO;HEMBRA;MEDIANO;NO;USME
900250000596538;CANINO;MACHO;MEDIANO;NO;USME
900250000596539;CANINO;MACHO;PEQUEÑO;NO;USME
900250000596638;FELINO;HEMBRA;MEDIANO;NO;USME
900250000596663;FELINO;HEMBRA;GRANDE;NO;USME
900250000596665;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596666;CANINO;MACHO;PEQUEÑO;NO;USME
900250000596667;CANINO;HEMBRA;GRANDE;SI;USME
900250000596668;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596669;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596673;FELINO;MACHO;GRANDE;NO;USME
900250000596676;FELINO;MACHO;GRANDE;NO;USME
900250000596678;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596679;CANINO;MACHO;MEDIANO;NO;USME
900250000596681;CANINO;MACHO;MEDIANO;NO;USME
900250000596683;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596687;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596720;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596721;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596722;CANINO;MACHO;PEQUEÑO;NO;USME
900250000596723;FELINO;MACHO;GRANDE;NO;USME
900250000596724;FELINO;HEMBRA;MINIATURA;NO;USME
900250000596725;FELINO;MACHO;GRANDE;NO;USME
900250000596727;CANINO;HEMBRA;MINIATURA;NO;USME
900250000596732;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596733;FELINO;MACHO;GRANDE;NO;USME
900250000596735;CANINO;HEMBRA;MINIATURA;NO;USME
900250000596736;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596737;CANINO;HEMBRA;MINIATURA;NO;USME
900250000596738;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596739;FELINO;MACHO;GRANDE;NO;USME
900250000596740;CANINO;MACHO;PEQUEÑO;NO;USME
900250000596741;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596742;CANINO;MACHO;GRANDE;NO;USME
900250000596743;CANINO;HEMBRA;MINIATURA;NO;USME
900250000596746;CANINO;HEMBRA;MINIATURA;NO;USME
900250000596748;FELINO;HEMBRA;MEDIANO;NO;USME
900250000596750;CANINO;HEMBRA;GRANDE;SI;USME
900250000596752;CANINO;MACHO;GRANDE;NO;USME
900250000596753;CANINO;MACHO;MINIATURA;NO;USME
900250000596754;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596755;FELINO;HEMBRA;GRANDE;NO;USME
900250000596757;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000596758;CANINO;HEMBRA;GRANDE;NO;USME
900250000596759;FELINO;HEMBRA;GRANDE;NO;USME
900250000596780;FELINO;HEMBRA;GRANDE;NO;USME
900250000596781;FELINO;HEMBRA;MEDIANO;NO;USME
900250000596782;CANINO;MACHO;MEDIANO;NO;USME
900250000596783;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596784;FELINO;MACHO;GRANDE;NO;USME
900250000596785;FELINO;MACHO;GRANDE;NO;USME
900250000596788;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596789;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596791;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596792;FELINO;MACHO;GRANDE;NO;USME
900250000596793;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000596794;FELINO;MACHO;GRANDE;NO;USME
900250000596796;FELINO;MACHO;PEQUEÑO;NO;USME
900250000596797;FELINO;HEMBRA;GRANDE;SI;USME
900250000596846;CANINO;HEMBRA;GRANDE;NO;USME
900250000597074;FELINO;MACHO;PEQUEÑO;NO;USME
900250000597075;FELINO;MACHO;PEQUEÑO;NO;USME
900250000597222;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000597225;FELINO;MACHO;PEQUEÑO;NO;USME
900250000597226;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000597233;CANINO;HEMBRA;GRANDE;NO;USME
900250000597235;CANINO;HEMBRA;GRANDE;NO;USME
900250000597441;CANINO;HEMBRA;MEDIANO;SI;USME
900250000597442;CANINO;MACHO;GRANDE;NO;USME
900250000597443;CANINO;MACHO;GRANDE;NO;USME
900250000597444;CANINO;MACHO;MINIATURA;NO;USME
900250000597446;FELINO;MACHO;GRANDE;NO;USME
900250000597447;CANINO;HEMBRA;MEDIANO;NO;USME
900250000597448;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000597449;CANINO;MACHO;GRANDE;NO;USME
900250000597450;CANINO;MACHO;GRANDE;NO;USME
900250000597451;CANINO;MACHO;MINIATURA;NO;USME
900250000597452;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000597455;FELINO;MACHO;GRANDE;NO;USME
900250000597456;FELINO;MACHO;PEQUEÑO;NO;USME
900250000597457;CANINO;MACHO;GRANDE;SI;USME
900250000597458;CANINO;MACHO;PEQUEÑO;NO;USME
900250000597459;FELINO;HEMBRA;GRANDE;NO;USME
900250000597605;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000597612;CANINO;MACHO;PEQUEÑO;NO;USME
900250000597669;CANINO;MACHO;GRANDE;NO;USME
900250000598086;CANINO;MACHO;GRANDE;NO;USME
900250000598094;CANINO;MACHO;MEDIANO;NO;USME
900250000598099;CANINO;MACHO;GRANDE;NO;USME
900250000598120;CANINO;MACHO;PEQUEÑO;SI;USME
900250000598121;CANINO;MACHO;GRANDE;SI;USME
900250000598122;CANINO;HEMBRA;MINIATURA;NO;USME
900250000598124;CANINO;MACHO;GRANDE;NO;USME
900250000598126;CANINO;MACHO;PEQUEÑO;SI;USME
900250000598127;CANINO;MACHO;GRANDE;NO;USME
900250000598128;CANINO;HEMBRA;GRANDE;SI;USME
900250000598129;CANINO;MACHO;MINIATURA;NO;USME
900250000598130;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598131;FELINO;MACHO;PEQUEÑO;NO;USME
900250000598132;CANINO;HEMBRA;GRANDE;SI;USME
900250000598133;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598135;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598136;CANINO;HEMBRA;GRANDE;SI;USME
900250000598137;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598139;FELINO;HEMBRA;MINIATURA;NO;USME
900250000598160;CANINO;HEMBRA;GRANDE;SI;USME
900250000598161;CANINO;HEMBRA;MINIATURA;NO;USME
900250000598162;FELINO;HEMBRA;MEDIANO;NO;USME
900250000598164;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598165;FELINO;MACHO;MINIATURA;NO;USME
900250000598166;CANINO;MACHO;MEDIANO;NO;USME
900250000598167;CANINO;MACHO;PEQUEÑO;NO;USME
900250000598168;CANINO;MACHO;GRANDE;NO;USME
900250000598169;CANINO;MACHO;MEDIANO;NO;USME
900250000598170;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598171;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598172;CANINO;MACHO;PEQUEÑO;NO;USME
900250000598174;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598175;CANINO;MACHO;PEQUEÑO;NO;USME
900250000598176;CANINO;MACHO;MINIATURA;NO;USME
900250000598177;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598178;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598179;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598195;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598205;CANINO;MACHO;PEQUEÑO;SI;USME
900250000598210;CANINO;HEMBRA;GRANDE;SI;USME
900250000598216;FELINO;MACHO;PEQUEÑO;NO;USME
900250000598220;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598221;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598222;CANINO;HEMBRA;GRANDE;NO;USME
900250000598223;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598224;CANINO;MACHO;MEDIANO;NO;USME
900250000598225;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598226;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598228;CANINO;MACHO;PEQUEÑO;NO;USME
900250000598229;CANINO;MACHO;MEDIANO;NO;USME
900250000598230;CANINO;HEMBRA;MEDIANO;SI;USME
900250000598231;CANINO;MACHO;MEDIANO;SI;USME
900250000598232;CANINO;MACHO;MEDIANO;SI;USME
900250000598233;FELINO;MACHO;MEDIANO;NO;USME
900250000598234;CANINO;HEMBRA;MEDIANO;SI;USME
900250000598235;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598236;CANINO;HEMBRA;PEQUEÑO;SI;USME
900250000598237;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598238;CANINO;MACHO;PEQUEÑO;NO;USME
900250000598239;CANINO;MACHO;MEDIANO;NO;USME
900250000598410;CANINO;HEMBRA;MINIATURA;NO;USME
900250000598414;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598501;CANINO;MACHO;MEDIANO;SI;USME
900250000598504;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598505;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598506;CANINO;MACHO;GRANDE;NO;USME
900250000598510;FELINO;MACHO;MEDIANO;NO;USME
900250000598512;CANINO;HEMBRA;GRANDE;NO;USME
900250000598513;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598514;CANINO;MACHO;PEQUEÑO;NO;USME
900250000598515;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598516;FELINO;MACHO;PEQUEÑO;NO;USME
900250000598517;CANINO;MACHO;MEDIANO;NO;USME
900250000598518;CANINO;MACHO;MEDIANO;NO;USME
900250000598519;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598520;CANINO;MACHO;PEQUEÑO;NO;USME
900250000598521;FELINO;HEMBRA;MEDIANO;NO;USME
900250000598522;FELINO;MACHO;GRANDE;NO;USME
900250000598523;FELINO;MACHO;MEDIANO;NO;USME
900250000598524;FELINO;MACHO;PEQUEÑO;NO;USME
900250000598525;FELINO;HEMBRA;MEDIANO;NO;USME
900250000598526;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598527;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598528;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598529;CANINO;MACHO;MEDIANO;NO;USME
900250000598530;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598531;FELINO;HEMBRA;MEDIANO;NO;USME
900250000598532;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598533;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598534;CANINO;MACHO;MEDIANO;NO;USME
900250000598535;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598536;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598537;CANINO;MACHO;GRANDE;NO;USME
900250000598538;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598539;CANINO;HEMBRA;GRANDE;NO;USME
900250000598589;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598594;CANINO;MACHO;PEQUEÑO;NO;USME
900250000598595;CANINO;MACHO;PEQUEÑO;SI;USME
900250000598598;CANINO;HEMBRA;GRANDE;NO;USME
900250000598731;CANINO;HEMBRA;GRANDE;SI;USME
900250000598740;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598741;CANINO;MACHO;GRANDE;SI;USME
900250000598742;CANINO;MACHO;MEDIANO;NO;USME
900250000598743;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598744;CANINO;MACHO;GRANDE;NO;USME
900250000598745;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598746;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598747;CANINO;HEMBRA;MEDIANO;SI;USME
900250000598748;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598749;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598750;CANINO;MACHO;MEDIANO;NO;USME
900250000598751;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598752;CANINO;MACHO;MEDIANO;SI;USME
900250000598753;CANINO;MACHO;GRANDE;NO;USME
900250000598754;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598755;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598756;CANINO;MACHO;MEDIANO;SI;USME
900250000598757;CANINO;HEMBRA;GRANDE;NO;USME
900250000598759;CANINO;MACHO;PEQUEÑO;NO;USME
900250000598780;CANINO;MACHO;MINIATURA;NO;USME
900250000598781;CANINO;MACHO;PEQUEÑO;NO;USME
900250000598782;CANINO;HEMBRA;MEDIANO;NO;USME
900250000598783;FELINO;HEMBRA;MEDIANO;NO;USME
900250000598784;FELINO;HEMBRA;MEDIANO;NO;USME
900250000598785;CANINO;MACHO;GRANDE;SI;USME
900250000598787;FELINO;HEMBRA;MEDIANO;NO;USME
900250000598788;CANINO;HEMBRA;MINIATURA;NO;USME
900250000598789;CANINO;MACHO;PEQUEÑO;NO;USME
900250000598790;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598791;CANINO;HEMBRA;MINIATURA;NO;USME
900250000598792;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000598793;CANINO;MACHO;MEDIANO;NO;USME
900250000598794;CANINO;MACHO;MEDIANO;NO;USME
900250000598796;CANINO;MACHO;MEDIANO;NO;USME
900250000598797;CANINO;MACHO;MEDIANO;NO;USME
900250000598798;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598799;CANINO;HEMBRA;PEQUEÑO;NO;USME
900250000598828;CANINO;MACHO;PEQUEÑO;NO;USME
900250000599821;CANINO;HEMBRA;MEDIANO;NO;USME
900250000599822;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000599823;FELINO;HEMBRA;PEQUEÑO;NO;USME
900250000599824;CANINO;HEMBRA;PEQUEÑO;SI;USME
900250000599825;FELINO;MACHO;PEQUEÑO;NO;USME
